,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
498,David Simón,es ESP,DF,Las Palmas,26,1988,27,24,"2,263",25.1,1,2,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12,Matches,2015-2016
499,Guilherme Siqueira,br BRA,DF,Valencia,29,1986,14,14,"1,093",12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
500,Guilherme Siqueira,br BRA,DF,Atlético Madrid,29,1986,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
501,Sito,es ESP,MF,Valencia,18,1996,1,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
502,Enrique Sola,es ESP,FW,Athletic Club,29,1986,5,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
503,Roberto Soldado,es ESP,FW,Villarreal,30,1985,28,27,"2,246",25.0,5,10,5,0,0,12,0,0.20,0.40,0.60,0.20,0.60,Matches,2015-2016
504,Bruno Soriano,es ESP,MF,Villarreal,31,1984,31,28,"2,596",28.8,5,1,2,3,3,5,1,0.17,0.03,0.21,0.07,0.10,Matches,2015-2016
505,Damián Suárez,uy URU,DF,Getafe,27,1988,31,30,"2,633",29.3,0,3,0,0,0,7,1,0.00,0.10,0.10,0.00,0.10,Matches,2015-2016
506,Denis Suárez,es ESP,MF,Villarreal,21,1994,33,25,"2,373",26.4,4,4,4,0,0,3,0,0.15,0.15,0.30,0.15,0.30,Matches,2015-2016
507,Luis Suárez,uy URU,FW,Barcelona,28,1987,35,35,"3,150",35.0,40,17,37,3,5,7,0,1.14,0.49,1.63,1.06,1.54,Matches,2015-2016
508,Isaac Success,ng NGA,"MF,FW",Granada,19,1996,30,28,"2,422",26.9,6,3,6,0,0,12,1,0.22,0.11,0.33,0.22,0.33,Matches,2015-2016
509,Markel Susaeta,es ESP,MF,Athletic Club,27,1987,28,22,"1,918",21.3,3,7,3,0,0,3,0,0.14,0.33,0.47,0.14,0.47,Matches,2015-2016
510,Mamadou Sylla,sn SEN,FW,Espanyol,21,1994,14,2,339,3.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
511,Tana,es ESP,MF,Las Palmas,24,1990,27,26,"2,113",23.5,5,4,5,0,0,2,0,0.21,0.17,0.38,0.21,0.38,Matches,2015-2016
512,Marc-André ter Stegen,de GER,GK,Barcelona,23,1992,7,6,543,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
513,Adnane Tighadouini,ma MAR,"MF,FW",Málaga,22,1992,10,4,388,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,2015-2016
514,Fernando Tissone,ar ARG,MF,Málaga,29,1986,12,12,994,11.0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
515,Tito,es ESP,DF,Rayo Vallecano,30,1985,29,29,"2,483",27.6,1,4,1,0,0,6,2,0.04,0.14,0.18,0.04,0.18,Matches,2015-2016
516,Toño,es ESP,GK,Rayo Vallecano,35,1979,10,10,806,9.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
517,Toño,es ESP,DF,Levante,25,1989,27,26,"2,387",26.5,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches,2015-2016
518,Fernando Torres,es ESP,FW,Atlético Madrid,31,1984,30,17,"1,691",18.8,11,4,11,0,0,4,0,0.59,0.21,0.80,0.59,0.80,Matches,2015-2016
520,Miguel Torres,es ESP,DF,Málaga,29,1986,23,22,"1,958",21.8,0,2,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches,2015-2016
521,Óliver Torres,es ESP,MF,Atlético Madrid,20,1994,21,9,818,9.1,0,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches,2015-2016
522,Xavi Torres,es ESP,MF,Betis,28,1986,12,6,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
523,Roberto Trashorras,es ESP,MF,Rayo Vallecano,34,1981,36,35,"3,116",34.6,2,7,0,2,3,10,0,0.06,0.20,0.26,0.00,0.20,Matches,2015-2016
524,Benoît Trémoulinas,fr FRA,DF,Sevilla,29,1985,24,24,"2,158",24.0,0,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,2015-2016
525,Manu Trigueros,es ESP,MF,Villarreal,23,1991,31,24,"2,114",23.5,2,1,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches,2015-2016
526,Tropi,es ESP,MF,Valencia,20,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
527,Ángel Trujillo,es ESP,DF,Levante,27,1987,8,8,667,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
528,Arda Turan,tr TUR,MF,Barcelona,28,1987,18,9,817,9.1,2,3,2,0,0,5,0,0.22,0.33,0.55,0.22,0.55,Matches,2015-2016
529,Ikechukwu Uche,ng NGA,FW,Málaga,31,1984,3,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
530,Álvaro Vadillo,es ESP,MF,Betis,20,1994,3,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
531,Raphaël Varane,fr FRA,DF,Real Madrid,22,1993,26,23,"2,182",24.2,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
532,Javi Varas,es ESP,GK,Las Palmas,32,1982,31,31,"2,710",30.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
533,Francisco Varela,es ESP,DF,Betis,20,1994,14,10,911,10.1,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,2015-2016
534,Álvaro Vázquez,es ESP,FW,Getafe,24,1991,34,24,"1,985",22.1,5,4,4,1,1,6,0,0.23,0.18,0.41,0.18,0.36,Matches,2015-2016
535,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,24,1991,25,10,"1,238",13.8,4,6,4,0,0,4,0,0.29,0.44,0.73,0.29,0.73,Matches,2015-2016
536,Carlos Vela,mx MEX,"MF,FW",Real Sociedad,26,1989,35,32,"2,755",30.6,5,4,5,0,0,5,0,0.16,0.13,0.29,0.16,0.29,Matches,2015-2016
537,Emiliano Velázquez,uy URU,DF,Getafe,21,1994,11,11,973,10.8,3,0,3,0,0,7,0,0.28,0.00,0.28,0.28,0.28,Matches,2015-2016
538,Simone Verdi,it ITA,MF,Eibar,23,1992,9,3,293,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
539,Joan Verdú,es ESP,"MF,FW",Levante,32,1983,13,10,908,10.1,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,Matches,2015-2016
540,Santiago Vergini,ar ARG,DF,Getafe,26,1988,26,24,"2,203",24.5,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
541,Thomas Vermaelen,be BEL,DF,Barcelona,29,1985,10,6,508,5.6,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,2015-2016
542,Verza,es ESP,MF,Levante,28,1986,29,23,"2,127",23.6,2,3,1,1,1,13,0,0.08,0.13,0.21,0.04,0.17,Matches,2015-2016
543,Rúben Vezo,pt POR,DF,Valencia,21,1994,15,10,"1,087",12.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
544,Aleix Vidal,es ESP,DF,Barcelona,25,1989,9,6,544,6.0,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,2015-2016
546,Jonathan Viera,es ESP,"MF,FW",Las Palmas,25,1989,36,36,"3,112",34.6,10,8,6,4,5,4,0,0.29,0.23,0.52,0.17,0.40,Matches,2015-2016
547,Luciano Vietto,ar ARG,FW,Atlético Madrid,21,1993,19,12,960,10.7,1,3,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,Matches,2015-2016
548,Carlos Vigaray,es ESP,DF,Getafe,20,1994,14,14,"1,192",13.2,1,1,1,0,0,7,1,0.08,0.08,0.15,0.08,0.15,Matches,2015-2016
549,Borja Viguera,es ESP,FW,Athletic Club,28,1987,9,3,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
550,Fran Villalba,es ESP,MF,Valencia,17,1998,1,0,4,0.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
551,Vitolo,es ESP,MF,Sevilla,25,1989,28,23,"2,052",22.8,2,4,2,0,0,6,1,0.09,0.18,0.26,0.09,0.26,Matches,2015-2016
552,Ognjen Vranješ,ba BIH,DF,Sporting Gijón,25,1989,11,10,915,10.2,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
553,Wakaso,gh GHA,MF,Las Palmas,25,1990,20,10,931,10.3,1,0,1,0,0,11,0,0.10,0.00,0.10,0.10,0.10,Matches,2015-2016
554,Wanderson,br BRA,MF,Getafe,20,1994,20,6,768,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
555,Daniel Wass,dk DEN,MF,Celta Vigo,26,1989,36,31,"2,693",29.9,2,5,2,0,0,3,0,0.07,0.17,0.23,0.07,0.23,Matches,2015-2016
556,Heiko Westermann,de GER,DF,Betis,31,1983,20,20,"1,628",18.1,1,0,1,0,0,7,2,0.06,0.00,0.06,0.06,0.06,Matches,2015-2016
557,Iñaki Williams,es ESP,MF,Athletic Club,21,1994,25,21,"1,622",18.0,8,3,8,0,0,4,1,0.44,0.17,0.61,0.44,0.61,Matches,2015-2016
558,Ricky van Wolfswinkel,nl NED,FW,Betis,26,1989,16,5,621,6.9,1,2,1,0,0,2,0,0.14,0.29,0.43,0.14,0.43,Matches,2015-2016
559,Jordi Xumetra,es ESP,"MF,FW",Levante,29,1985,13,5,527,5.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
560,Karim Yoda,fr FRA,"DF,FW",Getafe,26,1988,18,8,981,10.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
561,Yoel,es ESP,GK,Rayo Vallecano,26,1988,9,9,810,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
562,Wilfried Zahibo,cf CTA,MF,Valencia,21,1993,2,2,134,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
563,Joseba Zaldúa,es ESP,DF,Real Sociedad,23,1992,13,10,918,10.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
564,Nabil El Zhar,ma MAR,MF,Las Palmas,28,1986,30,17,"1,707",19.0,2,4,2,0,0,4,0,0.11,0.21,0.32,0.11,0.32,Matches,2015-2016
565,Igor Zubeldia,es ESP,"DF,MF",Real Sociedad,18,1997,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2015-2016
566,David Zurutuza,es ESP,"MF,FW",Real Sociedad,29,1986,16,14,"1,122",12.5,1,3,1,0,0,1,0,0.08,0.24,0.32,0.08,0.32,Matches,2015-2016
