,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
499,David Simón,es ESP,DF,Las Palmas,27,1988,16,14,"1,322",14.7,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017
500,Dimitris Siovas,gr GRE,DF,Leganés,27,1988,16,16,"1,390",15.4,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,2016-2017
501,Guilherme Siqueira,br BRA,"DF,MF",Valencia,30,1986,10,7,540,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,2016-2017
502,Salvatore Sirigu,it ITA,GK,Osasuna,29,1987,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
503,Salvatore Sirigu,it ITA,GK,Sevilla,29,1987,2,2,177,2.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
504,Pione Sisto,dk DEN,"MF,FW",Celta Vigo,21,1995,30,19,"1,667",18.5,3,3,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches,2016-2017
505,Sito,es ESP,MF,Valencia,19,1996,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
506,Rubén Sobrino,es ESP,MF,Alavés,24,1992,11,5,503,5.6,2,1,2,0,0,1,0,0.36,0.18,0.54,0.36,0.54,Matches,2016-2017
507,Roberto Soldado,es ESP,FW,Villarreal,31,1985,10,10,737,8.2,4,3,3,1,1,8,0,0.49,0.37,0.85,0.37,0.73,Matches,2016-2017
508,Carlos Soler,es ESP,MF,Valencia,19,1997,23,19,"1,723",19.1,3,1,3,0,0,4,1,0.16,0.05,0.21,0.16,0.21,Matches,2016-2017
509,David Soria,es ESP,GK,Sevilla,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
510,Bruno Soriano,es ESP,MF,Villarreal,32,1984,34,33,"2,984",33.2,5,2,1,4,5,5,0,0.15,0.06,0.21,0.03,0.09,Matches,2016-2017
511,Roberto Soriano,it ITA,MF,Villarreal,25,1991,33,31,"2,450",27.2,9,5,9,0,0,8,1,0.33,0.18,0.51,0.33,0.51,Matches,2016-2017
512,Jhon Steven,co COL,DF,Osasuna,21,1994,5,4,429,4.8,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,2016-2017
513,Denis Suárez,es ESP,MF,Barcelona,22,1994,26,12,"1,186",13.2,1,3,1,0,0,1,0,0.08,0.23,0.30,0.08,0.30,Matches,2016-2017
514,Leonardo Suárez,ar ARG,"FW,MF",Villarreal,20,1996,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
515,Luis Suárez,uy URU,FW,Barcelona,29,1987,35,34,"2,857",31.7,28,12,28,0,0,8,0,0.88,0.38,1.26,0.88,1.26,Matches,2016-2017
516,Mario Suárez,es ESP,MF,Valencia,29,1987,21,17,"1,496",16.6,3,0,3,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches,2016-2017
517,Markel Susaeta,es ESP,MF,Athletic Club,28,1987,26,11,"1,112",12.4,1,2,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24,Matches,2016-2017
518,Franck Tabanou,fr FRA,DF,Granada,27,1989,6,6,365,4.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
520,Tana,es ESP,"MF,FW",Las Palmas,25,1990,32,25,"2,210",24.6,4,4,4,0,0,3,0,0.16,0.16,0.33,0.16,0.33,Matches,2016-2017
521,Álvaro Tejero,es ESP,DF,Real Madrid,20,1996,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
522,Marc-André ter Stegen,de GER,GK,Barcelona,24,1992,36,36,"3,240",36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
523,Fausto Tienza,es ESP,MF,Osasuna,26,1990,19,16,"1,224",13.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
524,David Timor,es ESP,MF,Leganés,26,1989,24,22,"1,870",20.8,2,1,2,0,0,7,1,0.10,0.05,0.14,0.10,0.14,Matches,2016-2017
525,Tito,es ESP,"DF,MF",Leganés,31,1985,11,10,877,9.7,0,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,Matches,2016-2017
526,Tito,es ESP,DF,Granada,31,1985,12,11,996,11.1,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017
527,Gaizka Toquero,es ESP,"MF,FW",Alavés,31,1984,23,15,"1,222",13.6,1,1,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,Matches,2016-2017
528,Jon Toral,es ESP,MF,Granada,21,1995,5,4,265,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
529,Daniel Torres,co COL,MF,Alavés,26,1989,21,17,"1,436",16.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
530,Fernando Torres,es ESP,FW,Atlético Madrid,32,1984,31,13,"1,424",15.8,8,5,7,1,2,3,0,0.51,0.32,0.82,0.44,0.76,Matches,2016-2017
531,Miguel Torres,es ESP,DF,Málaga,30,1986,22,18,"1,565",17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
532,Roberto Torres,es ESP,MF,Osasuna,27,1989,32,26,"2,307",25.6,7,3,4,3,5,7,0,0.27,0.12,0.39,0.16,0.27,Matches,2016-2017
533,Xavi Torres,es ESP,MF,Sporting Gijón,29,1986,17,8,866,9.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
534,Alin Toșca,ro ROU,DF,Betis,24,1992,17,17,"1,501",16.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
535,Lacina Traoré,ci CIV,FW,Sporting Gijón,26,1990,8,5,462,5.1,2,0,2,0,1,2,0,0.39,0.00,0.39,0.39,0.39,Matches,2016-2017
536,Manu Trigueros,es ESP,MF,Villarreal,24,1991,37,35,"3,033",33.7,5,1,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18,Matches,2016-2017
537,Arda Turan,tr TUR,"FW,MF",Barcelona,29,1987,18,14,"1,244",13.8,3,3,3,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matches,2016-2017
538,Tyronne,es ESP,"FW,MF",Las Palmas,25,1991,3,0,44,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
539,Przemysław Tytoń,pl POL,GK,La Coruña,29,1987,13,12,"1,126",12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
540,Samuel Umtiti,fr FRA,DF,Barcelona,22,1993,25,24,"2,129",23.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,2016-2017
541,Borja Valle,es ESP,MF,La Coruña,24,1992,7,1,207,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
542,Raphaël Varane,fr FRA,DF,Real Madrid,23,1993,23,23,"1,924",21.4,1,2,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,Matches,2016-2017
543,Javi Varas,es ESP,GK,Las Palmas,33,1982,25,25,"2,250",25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
544,Álvaro Vázquez,es ESP,"MF,FW",Espanyol,25,1991,10,2,318,3.5,0,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017
546,Franco Vázquez,ar ARG,MF,Sevilla,27,1989,30,26,"2,076",23.1,7,4,7,0,0,8,0,0.30,0.17,0.48,0.30,0.48,Matches,2016-2017
547,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,25,1991,33,12,"1,403",15.6,2,7,2,0,0,4,0,0.13,0.45,0.58,0.13,0.58,Matches,2016-2017
548,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,27,1989,35,31,"2,545",28.3,9,2,6,3,4,6,0,0.32,0.07,0.39,0.21,0.28,Matches,2016-2017
549,Mikel Vesga,es ESP,MF,Athletic Club,23,1993,6,3,286,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
550,Mikel Vesga,es ESP,MF,Sporting Gijón,23,1993,17,16,"1,410",15.7,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,Matches,2016-2017
551,Rúben Vezo,pt POR,DF,Granada,22,1994,18,17,"1,487",16.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
552,Rúben Vezo,pt POR,DF,Valencia,22,1994,1,1,45,0.5,0,1,0,0,0,0,0,0.00,2.00,2.00,0.00,2.00,Matches,2016-2017
553,Aleix Vidal,es ESP,DF,Barcelona,26,1989,6,5,476,5.3,2,2,2,0,0,0,0,0.38,0.38,0.76,0.38,0.76,Matches,2016-2017
554,Jonathan Viera,es ESP,MF,Las Palmas,26,1989,31,30,"2,581",28.7,7,6,3,4,4,4,0,0.24,0.21,0.45,0.10,0.31,Matches,2016-2017
555,Luciano Vietto,ar ARG,FW,Sevilla,22,1993,21,14,"1,310",14.6,6,3,6,0,0,3,0,0.41,0.21,0.62,0.41,0.62,Matches,2016-2017
556,Carlos Vigaray,es ESP,DF,Alavés,21,1994,19,10,949,10.5,0,3,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017
557,Borja Viguera,es ESP,"FW,MF",Sporting Gijón,29,1987,16,6,748,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches,2016-2017
558,Borja Viguera,es ESP,FW,Athletic Club,29,1987,1,0,27,0.3,1,0,1,0,0,0,0,3.33,0.00,3.33,3.33,3.33,Matches,2016-2017
559,Asier Villalibre,es ESP,FW,Athletic Club,18,1997,6,0,78,0.9,0,1,0,0,0,0,0,0.00,1.15,1.15,0.00,1.15,Matches,2016-2017
560,Mikel Villanueva,ve VEN,DF,Málaga,23,1993,15,14,"1,264",14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
561,Iván Villar,es ESP,GK,Celta Vigo,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
562,Vitolo,es ESP,"MF,FW",Sevilla,26,1989,30,25,"2,332",25.9,6,5,6,0,0,6,1,0.23,0.19,0.42,0.23,0.42,Matches,2016-2017
563,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,24,1992,14,11,924,10.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
564,Nikola Vujadinović,me MNE,DF,Osasuna,30,1986,10,10,787,8.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
565,Wakaso,gh GHA,"MF,FW",Granada,26,1990,11,10,866,9.6,1,1,1,0,0,7,1,0.10,0.10,0.21,0.10,0.21,Matches,2016-2017
566,Daniel Wass,dk DEN,MF,Celta Vigo,27,1989,32,29,"2,380",26.4,3,4,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26,Matches,2016-2017
567,Iñaki Williams,es ESP,"MF,FW",Athletic Club,22,1994,38,31,"2,789",31.0,5,6,5,0,0,4,0,0.16,0.19,0.35,0.16,0.35,Matches,2016-2017
568,Yoel,es ESP,GK,Eibar,27,1988,25,22,"2,119",23.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
569,Joseba Zaldúa,es ESP,DF,Real Sociedad,24,1992,14,12,"1,103",12.3,0,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017
570,Simone Zaza,it ITA,FW,Valencia,25,1991,20,15,"1,377",15.3,6,1,6,0,0,7,0,0.39,0.07,0.46,0.39,0.46,Matches,2016-2017
572,Nabil El Zhar,ma MAR,"MF,FW",Las Palmas,29,1986,12,8,716,8.0,3,2,3,0,0,1,0,0.38,0.25,0.63,0.38,0.63,Matches,2016-2017
573,Nabil El Zhar,ma MAR,MF,Leganés,29,1986,14,10,957,10.6,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches,2016-2017
574,Roman Zozulya,ua UKR,FW,Betis,26,1989,6,1,155,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
575,Igor Zubeldia,es ESP,MF,Real Sociedad,19,1997,4,3,254,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017
576,David Zurutuza,es ESP,MF,Real Sociedad,30,1986,31,29,"2,496",27.7,3,1,3,0,0,8,1,0.11,0.04,0.14,0.11,0.14,Matches,2016-2017
